text,translation,discard,what are we changing,prob,Original Length,Translated length,Left,Discarding
Hey Aruna you're wearing a lovely shirt. where you got it from.,,,,0.9025321,12,1,573,513
See I have no idea about that but I saw in paper.,,,,0.902488,12,1,573,513
My girl is there in Bangalore. My husband is there mother is there.,My girl is in Bangalore. My husband and my mother both are also there.,,,0.94749904,13,14,573,513
Yeah it's a residential school and I have to stay. throughout the year.,It is a residential school and I have to stay here throughout the year.,1,,0.93675447,13,14,573,513
You know do you think that marriage after marriage you cannot relax.,Do you think that you cannot relax after marriage?,,,0.95552343,12,9,573,513
 what day told was we talked about this to Julka madam.,When did we talk to Julka madam about this?,,,0.9542962,12,9,573,513
Ah girls What are the subjects that you are having there in.,"Girls, what subjects do you have?",,,0.94805974,12,6,573,513
No no Lakshmi asked me. Lakshmi asked me you know add address.,,,,0.95874405,12,1,573,513
Because those who are born rich m they. are coming to chit-chat.,,,,0.95861423,12,1,573,513
No you see this IPSC is equivalent to. your state level in study.,,,,0.95722514,13,1,573,513
Or Narayan is there is no he gives different sort of that. altogether.,,,,0.9569775,13,1,573,513
So also our hostel staff who are working including. the warden the.,,,,0.9567988,12,1,573,513
Unfortunately he is not studying English you could have. put him to Savita.,,,,0.95673454,13,1,573,513
I'm from Banglore m m teaching. in college from for past one year.,,,,0.95662266,13,1,573,513
So it is because of personal grounds you are not going. there.,,,,0.9565626,12,1,573,513
I am staying at the university hostel it's close to the institute.,,,,0.9563051,12,1,573,513
What idea we have how we are called for the ex. exam.,,,,0.9562974,12,1,573,513
You know in all we have five optionals English basic. is always common.,,,,0.9559555,13,1,573,513
And we have four there no. We have lot respect better command.,,,,0.9557558,12,1,573,513
Why is it that you and I not have problems. differental issues.,,,,0.95501715,12,1,573,513
No our director is a very nice person I have never come. across.,,,,0.9549595,13,1,573,513
No I have to change because there is no direct bus and. specially.,,,,0.95457584,13,1,573,513
Our fifth standard also is giving problem. Do you know even they write.,,,,0.9542865,13,1,573,513
Now what is biological determinant? Please explain that you were saying yesterday also.,,,,0.9541363,13,1,573,513
Yeah buses of course we have a lot of bus. Transport is a.,,,,0.9535145,13,1,573,513
Therfore she has to she will have to take help from her. father-in-law.,,,,0.953456,13,1,573,513
 how's Bansal may I know how's Bansal and. how is he doing.,,,,0.95340735,13,1,573,513
Actually Umesh as we have seen there are a lot of. people died.,,,,0.95335835,13,1,573,513
Yes certainly and frequently he goes to Rajasthan. to buy the marbles.,,,,0.953213,12,1,573,513
Now they were I think about five different refresher. courses now this.,,,,0.95303756,12,1,573,513
 mine is a different case I always come by rickshaw. an auto.,,,,0.9528769,13,1,573,513
Way of cooking I suppose our staple food is fish. and rice.,,,,0.9528589,12,1,573,513
So you you know anything about Munguli Dam or. something like that.,,,,0.95257664,12,1,573,513
No not marriage marriage is another two to three years. before that.,,,,0.9522944,12,1,573,513
No I have been to Vrindavan garden before now one or. two words.,,,,0.9521861,13,1,573,513
No no what I tell you I am talking about Bharati. Vidya Bhavan.,,,,0.9521233,13,1,573,513
I think we this time we will conduct a Mister Rose. competition also.,,,,0.9520777,13,1,573,513
So you have told me the way to fight the psychological. fear.,,,,0.95201546,12,1,573,513
I have no idea actually but is the journey comfortable. by bus.,,,,0.9517359,12,1,573,513
 because for the latter also they will expenses. will be less than.,,,,0.95123905,13,1,573,513
Yes one is one is at Jaipur Pune at yes.,,,,0.95096093,10,1,573,513
We have all the facility there on the University Campus. we can arrange.,,,,0.9508343,13,1,573,513
You know Sonali I always dream that I I could dance like you.,,,,0.9507153,13,1,573,513
Yeah otherwise how can I bring him here when. our lectures are there.,,,,0.9506814,13,1,573,513
But some nationalist leaders they oppose now this in. teaching of English.,,,,0.9503862,12,1,573,513
Now it is not possible yeah because you know. every one is working.,,,,0.94968235,13,1,573,513
All are in Madras n except my elder sister. She is in Pondecherry.,,,,0.94952875,13,1,573,513
I did not know that I have told her to go to. Walwalkar.,,,,0.9489484,13,1,573,513
What about your education and all? Where did you do get your education?,,,,0.94836223,13,1,573,513
Are you yeah are you coming to canteen's. premises now? At what time?,,,,0.9482009,13,1,573,513
He has talked to one of persons from my company or no.,,,,0.94814783,12,1,573,513
This notification must have come somewhere in the month of. October or so.,,,,0.947987,13,1,573,513
m after secondary education the college was available only in Bagalkot.,,,,0.9478503,11,1,573,513
E L T Centre in the university yeah and the. director is ,,,,0.9475368,13,1,573,513
Yeah just for you need to mould your. career and you know why.,,,,0.94714034,13,1,573,513
But in our area people are ready to earn a extra. buck.,,,,0.9468612,12,1,573,513
I think because girls are having more casette players. also more ,,,,0.94671845,12,1,573,513
Because they specifically they took a lot of efforts. they changed it.,,,,0.94581175,12,1,573,513
What I will do is usual thing eating and chitchating with my. sister.,,,,0.9455833,13,1,573,513
Lata made a mistake who asked her to buy a saree. for her.,,,,0.94558084,13,1,573,513
God sends me means what you have you can come no like that.,,,,0.9455267,13,1,573,513
I'm Rekha Malati from Madras. I'm working in a school a matriculation school.,,,,0.9452598,13,1,573,513
No use from second but first we have a meeting of the. faculty.,,,,0.94513667,13,1,573,513
Why I heard it is something like two girls and one. boy.,,,,0.94479954,12,1,573,513
And once given that should become a tri. tradition that's what we think.,,,,0.9443282,13,1,573,513
Oh yes yes and this year we have planned to introduce. nursing also.,,,,0.9438537,13,1,573,513
Yet doing such something and what interest you is. better for a project.,,,,0.9434357,13,1,573,513
We pity you because you are married and you have two sons. who.,,,,0.943385,13,1,573,513
Of course evenings are meant evenings are meant for that. Just for timepass.,,,,0.9432044,13,1,573,513
I see. While going to Belgaum he was in the bus. surprise visit.,,,,0.9429708,13,1,573,513
I enjoy my teaching in school because I studied in the. same school.,,,,0.94199675,13,1,573,513
So naturally you are familiar with the Trivandrum politics and. such a things.,,,,0.94198316,13,1,573,513
I what about you you want to know about my. teaching experience or.,,,,0.9417834,13,1,573,513
So its how many hours of journey is it from Mysore. to Vellore.,,,,0.941034,13,1,573,513
 yeah talk about this marriage and celibacy. That means ,,,,0.93999654,11,1,573,513
Yeah even if they get zero we have to grant them anyhow. marks.,,,,0.9395781,13,1,573,513
No my dads is there he has got business our business. is there.,,,,0.9388163,13,1,573,513
You are always outside you are not inside the shop all the. time.,,,,0.9382782,13,1,573,513
 ha so how long have you been at the medical college. then.,,,,0.9375312,13,1,573,513
It's not only one month it's a three. week course which they have.,,,,0.93632513,13,1,573,513
Ours is also worst it is. They won't accept and they won't move.,,,,0.9349668,13,1,573,513
But then you have to use your expressions facial expressions. to explain things.,,,,0.93412036,13,1,573,513
Ah ha. That is that are for that also there are some restrictions.,,,,0.9340673,13,1,573,513
 so what movie did you see. I mean what do you see.,,,,0.9333691,13,1,573,513
Now a days I find him little bit he. scores he pays attention.,,,,0.9331479,13,1,573,513
And perhaps you find it difficult to be here from your. I believe.,,,,0.9314576,13,1,573,513
No he should have been given a topic to the before. the class.,,,,0.92980194,13,1,573,513
Okay and in Gulbarga I think have you seen the L D. theatre?,,,,0.92938083,13,1,573,513
Yeah all daily papers all daily papers. Maharashtra Times The Times of India.,,,,0.9280002,13,1,573,513
I will come atleast for free check up laughter. Yeah I should come.,,,,0.9269139,13,1,573,513
No it's not compulsory but I would. like to go definitely but then.,,,,0.9260363,13,1,573,513
Is he he is busy with the text books and all that. n?,,,,0.9246035,13,1,573,513
Does everyone subscribe to this view. What would you like to say Ramkumar.,,,,0.92339563,13,1,573,513
 not nothing to fry just to put desi ghee. and all those.,,,,0.92317086,13,1,573,513
See I want to get rid of teaching job yeah. you know that.,,,,0.9212576,13,1,573,513
You don't have a convocation then how do you take a. degree certificate.,,,,0.9204739,13,1,573,513
I knew about Pratap Kulkarni but I didn't know that. he's a homeopath.,,,,0.9204567,13,1,573,513
She must be repenting for giving for having. given the cassette to us.,,,,0.91893595,13,1,573,513
 I think it's three hundred and fifty. kilometres away from here.,,,,0.91727036,12,1,573,513
Awa I see. I hello I hear that you had gone to Baroda.,,,,0.9164935,13,1,573,513
May be I should have been your daughter. My parents won't accept that.,,,,0.9151896,13,1,573,513
On the first day I was very scared even to touch the body.,,,,0.9151852,13,1,573,513
Yeah they close for lunch and then they close very. early at night.,,,,0.9144932,13,1,573,513
I am Ravindra Gargesh also of the Department of Linguistics. University of Delhi.,,,,0.9135668,13,1,573,513
Ah no I have not been able to lay my hands on it.,,,,0.9125973,13,1,573,513
You could easily do it and that one month would really. help them.,,,,0.9109675,13,1,573,513
You suggest something you are supposed to be so busy. and so wise.,,,,0.90571743,13,1,573,513
The authorities in the beginning for example take your. this Pundit was there.,,,,0.90513253,13,1,573,513
Okay so if you really want to do little bit of. shopping.,,,,0.9033756,12,1,573,513
You could have seen that one on wall. big one is there no.,,,,0.90271187,13,1,573,513
Yeah we will have workshop after seminar. We didn't some of us are going.,"Yes, we will have a workshop after the seminar. Some of us are going, but not everyone.",,,0.95487374,14,17,573,513
No. I decided to go I told yesterday. You are coming along with me.,"No. I said yesterday that I have decided to go, and you are coming along with me.",,,0.93496877,14,17,573,513
I think so because he has not appliedha. he may apply tomorrow.,"He may apply tomorrow, since he has not done so yet.",,,0.95131767,12,11,573,513
No but even I have heard but I have heard only good. events.,"I have also heard about it, but only good things.",,,0.95302415,13,10,573,513
Yes coming back to Arjuna Nagar this thing what what. what we were discussing.,,,,0.96016574,14,1,573,513
No no no. Why not some person have studied in Marathi also.,,,,0.960142,12,1,573,513
Okay like that you have got now enough marathi words for saying this.,,,,0.95995355,13,1,573,513
In that case you must improve their writing only. Writing and exercise.,,,,0.9575478,12,1,573,513
Yeah but its sequence are not understanding if you went. through it in Telugu.,,,,0.95749676,14,1,573,513
And for putting on other people's hand she is. expert. She is Rajasthani only.,,,,0.9565724,14,1,573,513
m sometimes the UGC says and we find what goes. in political circle.,,,,0.9558985,13,1,573,513
Yeah teaching in B T College. Before this I was at Chanamundi college Nagar.,,,,0.9557662,14,1,573,513
So what I mean what do you think about the people. in India?,,,,0.95536596,13,1,573,513
